1,1,0.0036768333333333336,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
160,2,0.4658039,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
161,1,0.46613639999999995,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
161,2,0.4665032,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
162,1,0.4667816,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
162,2,0.4677244,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
163,1,0.4687417,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
163,2,0.4690989666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
164,1,0.46940396666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
164,2,0.47177983333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
165,1,0.4722126,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
165,2,0.4727228333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
166,1,0.4749361,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
166,2,0.4754103666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
167,1,0.4757792,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
167,2,0.47615323333333337,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
168,1,0.47646013333333337,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
168,2,0.4768193333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
169,1,0.47716686666666663,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
169,2,0.4776228,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
170,1,0.47835580000000005,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
170,2,0.47892466666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
171,1,0.4805388666666666,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
171,2,0.4813693666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
172,1,0.4816108666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
172,2,0.481892,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
173,1,0.4821034,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
173,2,0.4823077,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
174,1,0.4825291666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
174,2,0.48280686666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
175,1,0.4830049,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
175,2,0.4832123666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
176,1,0.4837471,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
176,2,0.4840917333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
177,1,0.4843515333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
177,2,0.4858647333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 19'' LCD])
178,1,0.4897453,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
178,2,0.5028498333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
179,1,0.5038830666666666,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
179,2,0.5080363666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
180,1,0.5102258666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
180,2,0.5137463666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
181,1,0.5140911666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
181,2,0.5148584333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
182,1,0.5151583333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
182,2,0.5159898333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
183,1,0.5162626333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
183,2,0.5166983666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
184,1,0.5171031333333334,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
184,2,0.5174012,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
185,1,0.5177758,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
185,2,0.5199737999999999,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
186,1,0.5206629666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
186,2,0.5213035666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
187,1,0.5222039333333334,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
187,2,0.5261703999999999,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
188,1,0.528584,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
188,2,0.5307618,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
189,1,0.5312529,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
189,2,0.5324071333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
190,1,0.5361131333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
190,2,0.5378142,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
191,1,0.5381045666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
191,2,0.5387533666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
192,1,0.5393296666666666,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
192,2,0.5435716333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
193,1,0.5467068666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
193,2,0.5493023333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
194,1,0.5497518,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
194,2,0.5508529666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
195,1,0.5529092333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
195,2,0.5533829666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
196,1,0.5538359666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
196,2,0.5542450666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
197,1,0.5557514666666666,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
197,2,0.5587712333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
198,1,0.5595781666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
198,2,0.5612460666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
199,1,0.5634928,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
199,2,0.5647863,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
200,1,0.5652523333333334,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
200,2,0.5676698333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
201,1,0.5685201,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
201,2,0.5693939666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
202,1,0.5698656666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
202,2,0.5753024,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
203,1,0.5774033,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
203,2,0.5781918666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
204,1,0.5798761666666666,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
204,2,0.5825928,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
205,1,0.5832519666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
205,2,0.583809,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
206,1,0.5841317,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
206,2,0.5845043333333334,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
207,1,0.5849985,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
207,2,0.5853693666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
208,1,0.5857602000000001,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
208,2,0.5861126333333333,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
209,1,0.5863270333333334,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
209,2,0.5865844666666666,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
210,1,0.5867624333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
210,2,0.5870306,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
211,1,0.5874365666666667,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
211,2,0.5882287666666667,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
212,1,0.5886334,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
212,2,0.5891913,boa-C..Users.ana.NegoAssign.Assign2.bin.ai2019.group18.Bidder-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-negotiator.boaframework.opponentmodel.AgentLGModel-negotiator.boaframework.omstrategy.NTFTstrategy@1,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
213,1,0.5896099333333333,BoulwareNegotiationParty@0,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
